datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),wind_speed (m/s),total_precipitation (mm of water equivalent),surface_pressure (Pa),snowfall (mm of water equivalent),snow_depth (mm of water equivalent),absolute_humidity (g/m^3),rainfall (mm)
9/27/2024 21:00,"(42.09152, -76.80259)",17.17,0.78,2.2,0,96555,0,0,11.40593922,0
9/27/2024 22:00,"(42.09152, -76.80259)",17.21,0.78,2.64,0,96549.04,0,0,11.43328772,0
9/27/2024 23:00,"(42.09152, -76.80259)",17.33,0.77,2.73,0,96546.76,0,0,11.36803724,0
9/28/2024 0:00,"(42.09152, -76.80259)",17.2,0.78,2.79,0,96546.08,0,0,11.42644528,0
9/28/2024 1:00,"(42.09152, -76.80259)",16.78,0.8,2.86,0,96510.78,0,0,11.42794367,0
9/28/2024 2:00,"(42.09152, -76.80259)",16.65,0.81,2.72,0,96465.06,0,0,11.48074079,0
9/28/2024 3:00,"(42.09152, -76.80259)",16.59,0.82,2.62,0.03,96440.21,0,0,11.58061033,0.03
9/28/2024 4:00,"(42.09152, -76.80259)",16.47,0.84,2.58,0.03,96370.14,0,0,11.77768715,0.03
9/28/2024 5:00,"(42.09152, -76.80259)",16.3,0.86,2.71,0.08,96352.55,0,0,11.93521054,0.08
9/28/2024 6:00,"(42.09152, -76.80259)",16.49,0.85,2.71,0.25,96377.84,0,0,11.93225912,0.25
9/28/2024 7:00,"(42.09152, -76.80259)",16.27,0.87,2.95,0.27,96407.84,0,0,12.05216637,0.27
9/28/2024 8:00,"(42.09152, -76.80259)",16.14,0.89,3.31,0.41,96456.75,0,0,12.23287899,0.41
9/28/2024 9:00,"(42.09152, -76.80259)",16.56,0.88,3.17,1.13,96459.06,0,0,12.40555892,1.13
9/28/2024 10:00,"(42.09152, -76.80259)",17.43,0.88,2.98,0.32,96434.35,0,0,13.0699421,0.32
9/28/2024 11:00,"(42.09152, -76.80259)",17.76,0.88,2.96,0.52,96444.28,0,0,13.32988579,0.52
9/28/2024 12:00,"(42.09152, -76.80259)",17.98,0.9,3.19,0.64,96444.96,0,0,13.81260289,0.64
9/28/2024 13:00,"(42.09152, -76.80259)",18.52,0.9,2.96,0.62,96440.36,0,0,14.26256261,0.62
9/28/2024 14:00,"(42.09152, -76.80259)",18.4,0.94,2.84,0.76,96400.9,0,0,14.79089079,0.76
9/28/2024 15:00,"(42.09152, -76.80259)",19.15,0.93,2.94,0.01,96361.07,0,0,15.29693479,0.01
9/28/2024 16:00,"(42.09152, -76.80259)",19.67,0.93,2.88,0.01,96385,0,0,15.77200359,0.01
9/28/2024 17:00,"(42.09152, -76.80259)",19.97,0.94,2.9,0.02,96376.8,0,0,16.22443789,0.02
9/28/2024 18:00,"(42.09152, -76.80259)",18.75,0.82,2.18,0.21,96386.76,0,0,13.17286938,0.21
9/28/2024 19:00,"(42.09152, -76.80259)",17.86,0.87,2.22,0.67,96396.95,0,0,13.25715342,0.67
9/28/2024 20:00,"(42.09152, -76.80259)",17.06,0.94,2.52,0.98,96461.44,0,0,13.65533496,0.98
9/28/2024 21:00,"(42.09152, -76.80259)",16.74,0.96,2.65,0.86,96503.41,0,0,13.68061593,0.86
9/28/2024 22:00,"(42.09152, -76.80259)",16.16,0.97,2.85,0.39,96536.62,0,0,13.34857247,0.39
9/28/2024 23:00,"(42.09152, -76.80259)",16.06,0.97,2.82,0.33,96533.89,0,0,13.26819655,0.33
9/29/2024 0:00,"(42.09152, -76.80259)",15.88,0.98,2.78,0.49,96554.66,0,0,13.25988112,0.49
9/29/2024 1:00,"(42.09152, -76.80259)",15.71,0.97,2.73,0.46,96563.56,0,0,12.99017368,0.46
9/29/2024 2:00,"(42.09152, -76.80259)",15.6,0.97,2.68,0.39,96566.43,0,0,12.90384438,0.39
9/29/2024 3:00,"(42.09152, -76.80259)",15.5,0.97,2.56,0.08,96550.22,0,0,12.82579515,0.08
9/29/2024 4:00,"(42.09152, -76.80259)",15.19,0.97,2.45,0.04,96513.58,0,0,12.58643714,0.04
9/29/2024 5:00,"(42.09152, -76.80259)",14.99,0.97,2.25,0.01,96533.94,0,0,12.43407638,0.01
9/29/2024 6:00,"(42.09152, -76.80259)",15.35,0.95,1.89,0,96537.23,0,0,12.4474373,0
9/29/2024 7:00,"(42.09152, -76.80259)",15.3,0.95,1.89,0,96552.64,0,0,12.40966733,0
9/29/2024 8:00,"(42.09152, -76.80259)",15.4,0.94,1.86,0.02,96600.5,0,0,12.3538826,0.02
9/29/2024 9:00,"(42.09152, -76.80259)",15.45,0.94,1.83,0.05,96627.06,0,0,12.39145233,0.05
9/29/2024 10:00,"(42.09152, -76.80259)",15.77,0.92,1.92,0.01,96668.79,0,0,12.36543833,0.01
9/29/2024 11:00,"(42.09152, -76.80259)",16.14,0.91,1.93,0,96685.86,0,0,12.50777515,0
9/29/2024 12:00,"(42.09152, -76.80259)",16.31,0.9,2.11,0,96692.82,0,0,12.49787058,0
9/29/2024 13:00,"(42.09152, -76.80259)",16.78,0.88,1.92,0.03,96708.69,0,0,12.57073804,0.03
9/29/2024 14:00,"(42.09152, -76.80259)",17.14,0.87,2.01,0.06,96662.67,0,0,12.69917252,0.06
9/29/2024 15:00,"(42.09152, -76.80259)",17.44,0.86,1.99,0.01,96635.46,0,0,12.78053256,0.01
9/29/2024 16:00,"(42.09152, -76.80259)",17.32,0.88,1.96,0.01,96619.47,0,0,12.98427476,0.01
9/29/2024 17:00,"(42.09152, -76.80259)",17.55,0.87,1.91,0.03,96622.74,0,0,13.01436447,0.03
9/29/2024 18:00,"(42.09152, -76.80259)",17.05,0.88,0.96,0,96637.28,0,0,12.77605797,0
9/29/2024 19:00,"(42.09152, -76.80259)",16.61,0.9,1.14,0,96654.05,0,0,12.72572758,0
9/29/2024 20:00,"(42.09152, -76.80259)",16.39,0.9,1.09,0,96688.35,0,0,12.55828415,0
9/29/2024 21:00,"(42.09152, -76.80259)",16.26,0.91,0.88,0,96741.18,0,0,12.59868718,0
9/29/2024 22:00,"(42.09152, -76.80259)",16.22,0.9,1,0,96746.85,0,0,12.43020638,0
9/29/2024 23:00,"(42.09152, -76.80259)",16.16,0.91,1.07,0,96739.86,0,0,12.52288757,0
9/30/2024 0:00,"(42.09152, -76.80259)",16.03,0.91,1.03,0,96739.12,0,0,12.42493895,0
9/30/2024 1:00,"(42.09152, -76.80259)",15.58,0.92,0.91,0,96730.11,0,0,12.22386139,0
9/30/2024 2:00,"(42.09152, -76.80259)",15.18,0.94,1.1,0,96728.4,0,0,12.18974638,0
9/30/2024 3:00,"(42.09152, -76.80259)",14.9,0.95,1.14,0,96711.56,0,0,12.11106766,0
9/30/2024 4:00,"(42.09152, -76.80259)",14.56,0.96,0.9,0,96694.68,0,0,11.98704197,0
9/30/2024 5:00,"(42.09152, -76.80259)",14.15,0.97,0.88,0,96714.53,0,0,11.81149112,0
9/30/2024 6:00,"(42.09152, -76.80259)",14.31,0.97,0.98,0,96767.36,0,0,11.92794826,0
9/30/2024 7:00,"(42.09152, -76.80259)",14.42,0.97,1.01,0,96801.54,0,0,12.00858926,0
9/30/2024 8:00,"(42.09152, -76.80259)",14.54,0.96,0.88,0,96837.13,0,0,11.97238789,0
9/30/2024 9:00,"(42.09152, -76.80259)",15.2,0.92,1.07,0,96867.03,0,0,11.9449172,0
9/30/2024 10:00,"(42.09152, -76.80259)",16.15,0.88,1.59,0,96884.87,0,0,12.10273611,0
9/30/2024 11:00,"(42.09152, -76.80259)",18.2,0.81,2,0,96863.91,0,0,12.59497348,0
9/30/2024 12:00,"(42.09152, -76.80259)",19.27,0.75,2.06,0,96847.92,0,0,12.42375318,0
9/30/2024 13:00,"(42.09152, -76.80259)",20.08,0.7,1.94,0,96825.02,0,0,12.16006297,0
9/30/2024 14:00,"(42.09152, -76.80259)",21.04,0.66,1.8,0,96742.73,0,0,12.12492852,0
9/30/2024 15:00,"(42.09152, -76.80259)",21.4,0.63,1.77,0,96705.94,0,0,11.81788007,0
9/30/2024 16:00,"(42.09152, -76.80259)",21.31,0.65,1.53,0,96670.59,0,0,12.12966687,0
9/30/2024 17:00,"(42.09152, -76.80259)",21.36,0.66,1.09,0,96678.75,0,0,12.35199648,0
9/30/2024 18:00,"(42.09152, -76.80259)",20,0.74,1.11,0,96707.93,0,0,12.79488269,0
9/30/2024 19:00,"(42.09152, -76.80259)",18.55,0.83,1.01,0,96720.16,0,0,13.17664445,0
9/30/2024 20:00,"(42.09152, -76.80259)",17.58,0.87,1.48,0,96738.54,0,0,13.03769078,0
9/30/2024 21:00,"(42.09152, -76.80259)",17.46,0.86,1.94,0,96764.05,0,0,12.79581359,0
9/30/2024 22:00,"(42.09152, -76.80259)",16.89,0.88,2.02,0,96790.1,0,0,12.65403936,0
9/30/2024 23:00,"(42.09152, -76.80259)",16.56,0.9,1.85,0,96771.62,0,0,12.68750344,0
10/1/2024 0:00,"(42.09152, -76.80259)",15.87,0.93,1.79,0,96779.52,0,0,12.57574471,0
10/1/2024 1:00,"(42.09152, -76.80259)",15.21,0.95,1.92,0,96767.6,0,0,12.34193172,0
10/1/2024 2:00,"(42.09152, -76.80259)",15.12,0.96,2.13,0,96767.6,0,0,12.40372234,0
10/1/2024 3:00,"(42.09152, -76.80259)",14.71,0.98,2.01,0,96764.49,0,0,12.34947442,0
10/1/2024 4:00,"(42.09152, -76.80259)",14.24,0.98,1.77,0,96751.97,0,0,11.99931828,0
10/1/2024 5:00,"(42.09152, -76.80259)",13.82,0.99,1.78,0,96744.32,0,0,11.81305807,0
10/1/2024 6:00,"(42.09152, -76.80259)",13.64,0.95,1.97,0,96738.09,0,0,11.21082571,0
10/1/2024 7:00,"(42.09152, -76.80259)",13.59,0.94,2.11,0,96775.25,0,0,11.0586882,0
10/1/2024 8:00,"(42.09152, -76.80259)",13.8,0.93,2.31,0,96800.15,0,0,11.08346735,0
10/1/2024 9:00,"(42.09152, -76.80259)",14.84,0.87,2.62,0,96810.87,0,0,11.0506663,0
10/1/2024 10:00,"(42.09152, -76.80259)",16.66,0.74,2.88,0,96781.58,0,0,10.49488671,0
10/1/2024 11:00,"(42.09152, -76.80259)",17.59,0.68,2.97,0,96770.21,0,0,10.19646263,0
10/1/2024 12:00,"(42.09152, -76.80259)",18.27,0.64,2.88,0,96740.85,0,0,9.993028737,0
10/1/2024 13:00,"(42.09152, -76.80259)",19.05,0.62,2.91,0,96699.72,0,0,10.13800498,0
10/1/2024 14:00,"(42.09152, -76.80259)",19.58,0.6,2.85,0,96637.59,0,0,10.12185781,0
10/1/2024 15:00,"(42.09152, -76.80259)",19.6,0.59,2.86,0.03,96597.26,0,0,9.964858172,0.03
10/1/2024 16:00,"(42.09152, -76.80259)",19.47,0.6,2.95,0,96583.7,0,0,10.05664377,0
10/1/2024 17:00,"(42.09152, -76.80259)",19.12,0.61,2.74,0,96553.18,0,0,10.01574641,0
10/1/2024 18:00,"(42.09152, -76.80259)",17.99,0.66,2.52,0,96564.89,0,0,10.13526985,0
10/1/2024 19:00,"(42.09152, -76.80259)",16.97,0.72,2.53,0,96562.14,0,0,10.40311795,0
10/1/2024 20:00,"(42.09152, -76.80259)",15.79,0.8,2.32,0,96573.44,0,0,10.76558565,0
10/1/2024 21:00,"(42.09152, -76.80259)",15.54,0.82,2.42,0,96578.33,0,0,10.86877504,0
10/1/2024 22:00,"(42.09152, -76.80259)",15.32,0.83,2.63,0,96594.8,0,0,10.85531958,0
10/1/2024 23:00,"(42.09152, -76.80259)",15.29,0.83,2.86,0,96568.78,0,0,10.83554102,0
10/2/2024 0:00,"(42.09152, -76.80259)",15.2,0.83,3.13,0,96554.79,0,0,10.77639269,0
10/2/2024 1:00,"(42.09152, -76.80259)",14.94,0.83,3.33,0,96538.96,0,0,10.60708943,0
10/2/2024 2:00,"(42.09152, -76.80259)",14.83,0.82,3.32,0,96514.14,0,0,10.4092168,0
10/2/2024 3:00,"(42.09152, -76.80259)",14.7,0.82,3.22,0.27,96480.74,0,0,10.32692354,0.27
10/2/2024 4:00,"(42.09152, -76.80259)",14.13,0.85,3.13,0.23,96438.74,0,0,10.33758046,0.23
10/2/2024 5:00,"(42.09152, -76.80259)",13.67,0.86,2.96,0.34,96467.6,0,0,10.16752215,0.34
10/2/2024 6:00,"(42.09152, -76.80259)",12.8,0.91,2.78,0.37,96489.92,0,0,10.19531432,0.37
10/2/2024 7:00,"(42.09152, -76.80259)",12.6,0.92,2.81,0.24,96510.67,0,0,10.18014805,0.24
10/2/2024 8:00,"(42.09152, -76.80259)",12.69,0.92,2.76,0.21,96524.3,0,0,10.23721948,0.21
10/2/2024 9:00,"(42.09152, -76.80259)",13.16,0.9,2.71,0.13,96542.67,0,0,10.3106715,0.13
10/2/2024 10:00,"(42.09152, -76.80259)",13.56,0.9,2.68,0.13,96555.03,0,0,10.56854173,0.13
10/2/2024 11:00,"(42.09152, -76.80259)",13.93,0.91,2.88,0.08,96547.6,0,0,10.93217165,0.08
10/2/2024 12:00,"(42.09152, -76.80259)",14.6,0.89,2.4,0.17,96560.35,0,0,11.1402012,0.17
10/2/2024 13:00,"(42.09152, -76.80259)",15.19,0.88,1.93,0.22,96561.81,0,0,11.41862338,0.22
10/2/2024 14:00,"(42.09152, -76.80259)",15.31,0.89,1.64,0.34,96551.94,0,0,11.63296831,0.34
10/2/2024 15:00,"(42.09152, -76.80259)",15.33,0.91,1.46,0.2,96559.7,0,0,11.90885137,0.2
10/2/2024 16:00,"(42.09152, -76.80259)",15.12,0.93,1.63,0.12,96560.49,0,0,12.01610601,0.12
10/2/2024 17:00,"(42.09152, -76.80259)",14.95,0.94,1.76,0.36,96566.49,0,0,12.02017433,0.36
10/2/2024 18:00,"(42.09152, -76.80259)",13.78,0.93,1.59,0.17,96592.7,0,0,11.06983411,0.17
10/2/2024 19:00,"(42.09152, -76.80259)",13.57,0.92,1.56,0.13,96639.01,0,0,10.81006089,0.13
10/2/2024 20:00,"(42.09152, -76.80259)",12.95,0.95,1.11,0.18,96707.67,0,0,10.74290634,0.18
10/2/2024 21:00,"(42.09152, -76.80259)",12.45,0.95,0.66,0.01,96722.1,0,0,10.41452285,0.01
10/2/2024 22:00,"(42.09152, -76.80259)",11.57,0.99,0.51,0,96731.9,0,0,10.27277827,0
10/2/2024 23:00,"(42.09152, -76.80259)",11.32,1,0.7,0,96721.96,0,0,10.21508729,0
10/3/2024 0:00,"(42.09152, -76.80259)",11.22,1,0.9,0,96730.9,0,0,10.15111912,0
10/3/2024 1:00,"(42.09152, -76.80259)",10.67,1,0.77,0,96758.23,0,0,9.805484403,0
10/3/2024 2:00,"(42.09152, -76.80259)",10.3,1,0.7,0,96793.2,0,0,9.578769583,0
10/3/2024 3:00,"(42.09152, -76.80259)",9.66,1,0.81,0.01,96799.63,0,0,9.197373337,0.01
10/3/2024 4:00,"(42.09152, -76.80259)",9.28,1,0.93,0,96814.18,0,0,8.977233962,0
10/3/2024 5:00,"(42.09152, -76.80259)",8.99,1,1.04,0,96859.45,0,0,8.812334658,0
10/3/2024 6:00,"(42.09152, -76.80259)",8.47,1,1.14,0,96930.54,0,0,8.523253852,0
10/3/2024 7:00,"(42.09152, -76.80259)",8.27,1,1.04,0,96979.8,0,0,8.414290245,0
10/3/2024 8:00,"(42.09152, -76.80259)",8.54,0.99,1,0,97001.59,0,0,8.476063804,0
10/3/2024 9:00,"(42.09152, -76.80259)",9.44,1,1.1,0,97041.49,0,0,9.069358362,0
10/3/2024 10:00,"(42.09152, -76.80259)",11.21,0.97,1.41,0,97058.9,0,0,9.84039926,0
10/3/2024 11:00,"(42.09152, -76.80259)",12.89,0.9,1.84,0,97045.42,0,0,10.13971394,0
10/3/2024 12:00,"(42.09152, -76.80259)",15.37,0.77,2.18,0,97047.04,0,0,10.10124351,0
10/3/2024 13:00,"(42.09152, -76.80259)",17.78,0.59,2.13,0,96990.73,0,0,8.947740678,0
10/3/2024 14:00,"(42.09152, -76.80259)",19.56,0.52,1.88,0,96951.71,0,0,8.761977125,0
10/3/2024 15:00,"(42.09152, -76.80259)",20.2,0.48,1.65,0,96939.42,0,0,8.3970431,0
10/3/2024 16:00,"(42.09152, -76.80259)",20.98,0.45,1.5,0,96938.16,0,0,8.238243234,0
10/3/2024 17:00,"(42.09152, -76.80259)",20.97,0.47,1.19,0,96933.71,0,0,8.599390916,0
10/3/2024 18:00,"(42.09152, -76.80259)",19.07,0.55,1.28,0,97010.83,0,0,9.004006406,0
10/3/2024 19:00,"(42.09152, -76.80259)",15.97,0.68,1.72,0,97014.38,0,0,9.250956309,0
10/3/2024 20:00,"(42.09152, -76.80259)",14.12,0.75,2.25,0,97072.34,0,0,9.115798145,0
10/3/2024 21:00,"(42.09152, -76.80259)",13,0.81,2.45,0,97106.32,0,0,9.188157385,0
10/3/2024 22:00,"(42.09152, -76.80259)",11.53,0.88,2.45,0,97154.76,0,0,9.108495025,0
10/3/2024 23:00,"(42.09152, -76.80259)",10.72,0.93,2.16,0,97194.55,0,0,9.14792343,0
10/4/2024 0:00,"(42.09152, -76.80259)",9.93,0.95,1.8,0,97202.07,0,0,8.888799412,0
10/4/2024 1:00,"(42.09152, -76.80259)",8.93,0.97,1.7,0,97226.17,0,0,8.515192546,0
10/4/2024 2:00,"(42.09152, -76.80259)",8.45,0.98,1.77,0,97218.96,0,0,8.342056378,0
10/4/2024 3:00,"(42.09152, -76.80259)",8.12,0.98,1.58,0,97187.27,0,0,8.166699089,0
10/4/2024 4:00,"(42.09152, -76.80259)",7.87,0.99,1.48,0,97202.24,0,0,8.118000761,0
10/4/2024 5:00,"(42.09152, -76.80259)",7.74,0.99,1.29,0,97210.88,0,0,8.050075208,0
10/4/2024 6:00,"(42.09152, -76.80259)",7.83,0.98,1.33,0,97251.4,0,0,8.015259198,0
10/4/2024 7:00,"(42.09152, -76.80259)",7.75,0.98,1.45,0,97284.03,0,0,7.973916104,0
10/4/2024 8:00,"(42.09152, -76.80259)",8.28,0.97,1.19,0,97266.48,0,0,8.167118158,0
10/4/2024 9:00,"(42.09152, -76.80259)",10.12,0.94,0.92,0,97361.73,0,0,8.901927241,0
10/4/2024 10:00,"(42.09152, -76.80259)",14.26,0.83,0.86,0,97278.79,0,0,10.17515727,0
10/4/2024 11:00,"(42.09152, -76.80259)",17.07,0.73,1.11,0,97272.6,0,0,10.61103252,0
10/4/2024 12:00,"(42.09152, -76.80259)",19.32,0.64,0.83,0,97199.81,0,0,10.63285418,0
10/4/2024 13:00,"(42.09152, -76.80259)",21.56,0.55,1.12,0,97170.77,0,0,10.41314089,0
10/4/2024 14:00,"(42.09152, -76.80259)",21.85,0.54,1.47,0,97117.75,0,0,10.39647468,0
10/4/2024 15:00,"(42.09152, -76.80259)",22.68,0.52,1.54,0,97067.56,0,0,10.50074393,0
10/4/2024 16:00,"(42.09152, -76.80259)",22.6,0.55,1.39,0,97037.84,0,0,11.05573996,0
10/4/2024 17:00,"(42.09152, -76.80259)",22.55,0.59,1.08,0,97034.5,0,0,11.82583316,0
10/4/2024 18:00,"(42.09152, -76.80259)",20.21,0.69,0.27,0,97047.35,0,0,12.07780604,0
10/4/2024 19:00,"(42.09152, -76.80259)",19.34,0.69,1.04,0,97063.68,0,0,11.47704711,0
10/4/2024 20:00,"(42.09152, -76.80259)",17.61,0.78,2.36,0.12,97123.78,0,0,11.70990981,0.12
10/4/2024 21:00,"(42.09152, -76.80259)",16.61,0.81,3.92,0.05,97179.96,0,0,11.45315482,0.05
10/4/2024 22:00,"(42.09152, -76.80259)",15.25,0.81,4.48,0.05,97248.98,0,0,10.54875513,0.05
10/4/2024 23:00,"(42.09152, -76.80259)",14.57,0.78,3.32,0.08,97265.27,0,0,9.745429556,0.08
10/5/2024 0:00,"(42.09152, -76.80259)",14.02,0.78,2.18,0.1,97259.91,0,0,9.422397937,0.1
10/5/2024 1:00,"(42.09152, -76.80259)",13.35,0.8,1.46,0.02,97240.8,0,0,9.27330696,0.02
10/5/2024 2:00,"(42.09152, -76.80259)",12.61,0.83,1.54,0,97239.26,0,0,9.189972588,0
10/5/2024 3:00,"(42.09152, -76.80259)",11.87,0.87,2.15,0,97256.68,0,0,9.19869842,0
10/5/2024 4:00,"(42.09152, -76.80259)",10.86,0.9,2.23,0,97269.61,0,0,8.931338469,0
10/5/2024 5:00,"(42.09152, -76.80259)",10.8,0.92,2.43,0,97297.19,0,0,9.095342588,0
10/5/2024 6:00,"(42.09152, -76.80259)",10.06,0.94,2.21,0,97330.32,0,0,8.868113294,0
10/5/2024 7:00,"(42.09152, -76.80259)",10.04,0.95,2.45,0,97384.66,0,0,8.951088842,0
10/5/2024 8:00,"(42.09152, -76.80259)",10.35,0.95,2.45,0,97403.34,0,0,9.128680697,0
10/5/2024 9:00,"(42.09152, -76.80259)",12,0.88,2.55,0,97451.99,0,0,9.380309628,0
10/5/2024 10:00,"(42.09152, -76.80259)",14.39,0.74,3.03,0.01,97456.35,0,0,9.144377962,0.01
10/5/2024 11:00,"(42.09152, -76.80259)",15.2,0.68,2.91,0,97445.24,0,0,8.828851842,0
10/5/2024 12:00,"(42.09152, -76.80259)",16.48,0.59,2.65,0,97447.55,0,0,8.277406072,0
10/5/2024 13:00,"(42.09152, -76.80259)",17.3,0.5,2.55,0,97408.63,0,0,7.368608639,0
10/5/2024 14:00,"(42.09152, -76.80259)",17.98,0.44,2.46,0,97369.09,0,0,6.752828078,0
10/5/2024 15:00,"(42.09152, -76.80259)",18.64,0.41,2.31,0,97316.65,0,0,6.543717169,0
10/5/2024 16:00,"(42.09152, -76.80259)",18.75,0.4,2.2,0,97280.54,0,0,6.425789943,0
10/5/2024 17:00,"(42.09152, -76.80259)",18.49,0.4,2.17,0,97272.41,0,0,6.327660649,0
10/5/2024 18:00,"(42.09152, -76.80259)",16.34,0.52,2.07,0,97265.36,0,0,7.234064413,0
10/5/2024 19:00,"(42.09152, -76.80259)",13.17,0.65,2.12,0,97267.39,0,0,7.451203525,0
10/5/2024 20:00,"(42.09152, -76.80259)",11.22,0.74,2.01,0,97273.66,0,0,7.511828147,0
10/5/2024 21:00,"(42.09152, -76.80259)",10.04,0.8,1.9,0,97282.37,0,0,7.537759024,0
10/5/2024 22:00,"(42.09152, -76.80259)",8.2,0.88,1.48,0,97280.04,0,0,7.371268027,0
10/5/2024 23:00,"(42.09152, -76.80259)",7.11,0.92,1.74,0,97265.81,0,0,7.181456323,0
10/6/2024 0:00,"(42.09152, -76.80259)",7.44,0.9,1.4,0,97240.83,0,0,7.177466062,0
10/6/2024 1:00,"(42.09152, -76.80259)",7.23,0.91,1.37,0,97229.89,0,0,7.158998679,0
10/6/2024 2:00,"(42.09152, -76.80259)",6.36,0.95,1.63,0,97166.79,0,0,7.061681077,0
10/6/2024 3:00,"(42.09152, -76.80259)",5.38,0.97,1.85,0,97125.75,0,0,6.760864565,0
10/6/2024 4:00,"(42.09152, -76.80259)",4.51,0.98,1.82,0,97082.18,0,0,6.448347351,0
10/6/2024 5:00,"(42.09152, -76.80259)",4.4,0.98,2.04,0,97043.08,0,0,6.40137881,0
10/6/2024 6:00,"(42.09152, -76.80259)",4.45,0.98,2.39,0,97012.03,0,0,6.422690932,0
10/6/2024 7:00,"(42.09152, -76.80259)",4.7,0.97,2.32,0,96983.78,0,0,6.463550258,0
10/6/2024 8:00,"(42.09152, -76.80259)",5.6,0.95,2.53,0,96984.7,0,0,6.718144519,0
10/6/2024 9:00,"(42.09152, -76.80259)",8.54,0.87,2.82,0,96928.77,0,0,7.448662131,0
10/6/2024 10:00,"(42.09152, -76.80259)",12.63,0.73,3.47,0,96833.79,0,0,8.092796717,0
10/6/2024 11:00,"(42.09152, -76.80259)",15.75,0.6,4.16,0,96781.91,0,0,8.054653619,0
10/6/2024 12:00,"(42.09152, -76.80259)",17.96,0.54,4.34,0,96707.91,0,0,8.277705783,0
10/6/2024 13:00,"(42.09152, -76.80259)",20.38,0.47,4.4,0,96646,0,0,8.308996558,0
10/6/2024 14:00,"(42.09152, -76.80259)",21.41,0.45,4.53,0,96521.99,0,0,8.446230791,0
10/6/2024 15:00,"(42.09152, -76.80259)",21.89,0.44,4.74,0,96430.2,0,0,8.490766835,0
10/6/2024 16:00,"(42.09152, -76.80259)",22.06,0.45,5.14,0,96309.41,0,0,8.769226182,0
10/6/2024 17:00,"(42.09152, -76.80259)",21.71,0.46,5.12,0,96174.93,0,0,8.78498496,0
10/6/2024 18:00,"(42.09152, -76.80259)",20.19,0.52,5.52,0,96035.05,0,0,9.091481373,0
10/6/2024 19:00,"(42.09152, -76.80259)",18.98,0.55,5.19,0,96044.62,0,0,8.956324519,0
10/6/2024 20:00,"(42.09152, -76.80259)",18.55,0.58,4.92,0,96081.35,0,0,9.20777564,0
10/6/2024 21:00,"(42.09152, -76.80259)",18.13,0.61,4.68,0,96078.19,0,0,9.445743231,0
10/6/2024 22:00,"(42.09152, -76.80259)",17.24,0.69,4.13,0.35,96072.02,0,0,10.13223984,0.35
10/6/2024 23:00,"(42.09152, -76.80259)",16.29,0.79,3.92,0.61,96093.99,0,0,10.95713022,0.61
10/7/2024 0:00,"(42.09152, -76.80259)",15.85,0.84,3.82,0.06,96061.57,0,0,11.34499751,0.06
10/7/2024 1:00,"(42.09152, -76.80259)",15.48,0.87,3.12,0,96005.67,0,0,11.48959177,0
10/7/2024 2:00,"(42.09152, -76.80259)",14.93,0.9,2.56,0,96002.3,0,0,11.49465263,0
10/7/2024 3:00,"(42.09152, -76.80259)",14.13,0.91,2.53,0,95995.68,0,0,11.06729202,0
10/7/2024 4:00,"(42.09152, -76.80259)",13.83,0.9,2.95,0,95987.58,0,0,10.74575277,0
10/7/2024 5:00,"(42.09152, -76.80259)",13.12,0.89,3.65,0,96019.45,0,0,10.17090772,0
10/7/2024 6:00,"(42.09152, -76.80259)",11.89,0.89,3.1,0,96127.07,0,0,9.421933865,0
10/7/2024 7:00,"(42.09152, -76.80259)",11.1,0.89,2.76,0,96166.38,0,0,8.966587517,0
10/7/2024 8:00,"(42.09152, -76.80259)",11.01,0.89,2.81,0,96223.61,0,0,8.915947933,0
10/7/2024 9:00,"(42.09152, -76.80259)",12.15,0.85,2.65,0.01,96278.03,0,0,9.145739418,0.01
10/7/2024 10:00,"(42.09152, -76.80259)",13.78,0.73,4.27,0.01,96290.46,0,0,8.689224622,0.01
10/7/2024 11:00,"(42.09152, -76.80259)",14.55,0.65,3.99,0,96306.23,0,0,8.111264002,0
10/7/2024 12:00,"(42.09152, -76.80259)",14.72,0.62,4.32,0,96312.11,0,0,7.817706417,0
10/7/2024 13:00,"(42.09152, -76.80259)",14.77,0.61,4.49,0,96306.8,0,0,7.715134863,0
10/7/2024 14:00,"(42.09152, -76.80259)",14.83,0.59,4.1,0,96300.8,0,0,7.489558429,0
10/7/2024 15:00,"(42.09152, -76.80259)",14.92,0.57,4.06,0,96293.78,0,0,7.275508963,0
10/7/2024 16:00,"(42.09152, -76.80259)",14.84,0.55,3.97,0,96281.13,0,0,6.986053411,0
10/7/2024 17:00,"(42.09152, -76.80259)",14.81,0.55,3.4,0,96276.79,0,0,6.973275208,0
10/7/2024 18:00,"(42.09152, -76.80259)",13.49,0.6,2.47,0,96310.35,0,0,7.015342936,0
10/7/2024 19:00,"(42.09152, -76.80259)",12,0.66,2.15,0,96315.91,0,0,7.035232221,0
10/7/2024 20:00,"(42.09152, -76.80259)",11.08,0.71,2.21,0,96332.59,0,0,7.144125868,0
10/7/2024 21:00,"(42.09152, -76.80259)",10.57,0.74,2.49,0,96370.19,0,0,7.210378262,0
10/7/2024 22:00,"(42.09152, -76.80259)",9.76,0.78,2.56,0,96372.47,0,0,7.219742573,0
10/7/2024 23:00,"(42.09152, -76.80259)",8.98,0.8,2.63,0,96397.14,0,0,7.045356691,0
